epoch,train_loss,valid_loss,bleu,lr,time_sec
1,989.29052734375,467.7767791748047,0.0,1.6945202641990595e-05,19.060789823532104
2,523.0606689453125,124.43432807922363,0.003252125239920488,3.389040528398119e-05,18.2155544757843
3,161.46214294433594,55.087806701660156,0.0,5.083560792597179e-05,12.813608884811401
4,90.9008560180664,37.79649496078491,0.0,6.778081056796238e-05,12.840839862823486
5,67.34929656982422,29.65414261817932,0.003252125239920488,8.472601320995298e-05,18.286198377609253
6,53.760948181152344,23.964555740356445,0.003252125239920488,0.00010167121585194357,18.42148733139038
7,42.826332092285156,18.852654218673706,0.003252125239920488,0.00011861641849393417,18.208388328552246
8,33.53410339355469,14.525619864463806,0.003252125239920488,0.00013556162113592476,18.739821195602417
9,26.45001792907715,11.487566351890564,0.003252125239920488,0.00015250682377791538,18.25683879852295
10,21.870685577392578,9.546301007270813,0.01590553923939297,0.00016945202641990595,18.044337511062622
11,19.136577606201172,8.398760378360748,0.051688228400616446,0.00018639722906189658,16.090590000152588
12,17.62262725830078,7.794674336910248,0.04243300241765096,0.00020334243170388715,18.21667170524597
13,16.801433563232422,7.457532465457916,0.07839960526577132,0.00022028763434587775,14.862830877304077
14,16.337358474731445,7.310033023357391,0.046045919619131855,0.00023723283698786834,16.955503940582275
15,16.065410614013672,7.25068873167038,0.04979008755574684,0.00025417803962985894,17.93092393875122
16,15.875110626220703,7.203889787197113,0.02542448435472762,0.0002711232422718495,17.98730230331421
17,15.713159561157227,7.177525818347931,0.026930499645666035,0.00028806844491384014,18.71186900138855
18,15.56331729888916,7.176904022693634,0.03475090455313904,0.00030501364755583076,18.25348734855652
19,15.426916122436523,7.1579583287239075,0.04144496995544193,0.00032195885019782133,18.34992480278015
20,15.296296119689941,7.156988739967346,0.020337847060884727,0.0003389040528398119,18.085750579833984
21,15.181392669677734,7.111634254455566,0.032700098039242176,0.00035584925548180253,18.061931610107422
22,15.066943168640137,7.1279473304748535,0.04618237793923446,0.00037279445812379316,18.092703342437744
