epoch,train_loss,valid_loss,bleu,lr,time_sec
1,941.5341186523438,467.8450584411621,0.0,1.6945202641990595e-05,19.347630262374878
2,511.1900634765625,118.23326015472412,0.003252125239920488,3.389040528398119e-05,18.95257568359375
3,156.61126708984375,52.717867374420166,0.0,5.083560792597179e-05,13.382793188095093
4,88.50738525390625,36.60834217071533,0.0,6.778081056796238e-05,13.408259630203247
5,66.32595825195312,28.66899847984314,0.003252125239920488,8.472601320995298e-05,18.622411489486694
6,53.24726867675781,23.084566593170166,0.021025329851217515,0.00010167121585194357,18.893460988998413
7,42.78437423706055,18.226942777633667,0.003252125239920488,0.00011861641849393417,18.81631302833557
8,33.889739990234375,14.248011469841003,0.003252125239920488,0.00013556162113592476,18.762319803237915
9,26.976364135742188,11.246018767356873,0.003252125239920488,0.00015250682377791538,18.939908266067505
10,22.207109451293945,9.364992260932922,0.0032525715863487964,0.00016945202641990595,18.795624494552612
11,19.31580352783203,8.301985144615173,0.1572335127941829,0.00018639722906189658,14.13258147239685
12,17.727331161499023,7.742547035217285,0.16785242506769008,0.00020334243170388715,14.605494260787964
13,16.866073608398438,7.45944619178772,0.1703851892851719,0.00022028763434587775,14.930819988250732
14,16.387428283691406,7.328548967838287,0.12175763913600778,0.00023723283698786834,15.452045202255249
15,16.09231948852539,7.2465633153915405,0.16505597335714317,0.00025417803962985894,14.644505977630615
16,15.893807411193848,7.20452094078064,0.05209103946965298,0.0002711232422718495,18.7658371925354
17,15.734138488769531,7.208861768245697,0.035647490296515656,0.00028806844491384014,18.885467290878296
18,15.595746994018555,7.1729958057403564,0.04301217897099176,0.00030501364755583076,18.713128328323364
19,15.463973999023438,7.167271137237549,0.03643440371648872,0.00032195885019782133,18.9675350189209
20,15.342065811157227,7.161507546901703,0.034944353358052314,0.0003389040528398119,18.68748903274536
21,15.20968246459961,7.137719452381134,0.03880887191475762,0.00035584925548180253,18.84034514427185
22,15.127192497253418,7.097856044769287,0.045960764193701015,0.00037279445812379316,18.8365421295166
23,15.002691268920898,7.073696553707123,0.04587317716002355,0.0003897396607657837,18.816986322402954
24,14.900494575500488,7.1049275398254395,0.0373769774955793,0.0004066848634077743,18.716256856918335
25,14.769752502441406,7.109177529811859,0.04423435107639489,0.0004236300660497649,18.737701177597046
26,14.624229431152344,7.03550261259079,0.061747060285649004,0.0004405752686917555,18.698904991149902
27,14.448305130004883,7.01800137758255,0.048851737995972436,0.00045752047133374606,18.834917306900024
28,14.285229682922363,6.978692531585693,0.06034057570460704,0.0004744656739757367,18.765342950820923
29,14.077033042907715,6.990561008453369,0.07528968303400362,0.0004914108766177273,18.74387502670288
30,13.87795352935791,6.912349224090576,0.056149681621356334,0.0005083560792597179,19.015805959701538
31,13.638150215148926,6.8825777769088745,0.056251818208058094,0.0005253012819017084,18.723893642425537
32,13.406984329223633,6.895497977733612,0.09090473233387751,0.000542246484543699,18.597997426986694
33,13.192211151123047,6.8156933188438416,0.08367015659219507,0.0005591916871856897,19.03694772720337
34,12.975114822387695,6.7959553599357605,0.08517530849767557,0.0005761368898276803,18.847392797470093
35,12.821727752685547,6.721392333507538,0.08339929203841953,0.0005930820924696709,18.901133060455322
36,12.633795738220215,6.6732337474823,0.13071053705006022,0.0006100272951116615,18.752256155014038
37,12.513280868530273,6.634706437587738,0.15518491815990296,0.000626972497753652,19.14163637161255
38,12.36600112915039,6.595029711723328,0.21200324445502927,0.0006439177003956427,18.830262899398804
39,12.23281192779541,6.538639008998871,0.1884726965556809,0.0006608629030376333,19.03706169128418
40,12.108542442321777,6.496463716030121,0.1655069136876611,0.0006778081056796238,18.719107627868652
41,11.979966163635254,6.45538204908371,0.22904320563207936,0.0006947533083216144,19.091881275177002
42,11.859432220458984,6.396360993385315,0.16435993571043778,0.0006923959312958247,18.748417854309082
43,11.728696823120117,6.339216470718384,0.2548779473318898,0.0006842974546739655,19.203890562057495
44,11.612889289855957,6.3396830558776855,0.270721017536521,0.0006764766554856548,18.786376476287842
45,11.497718811035156,6.2659576535224915,0.30232442356195566,0.0006689180198624329,18.80736756324768
46,11.38476276397705,6.254798173904419,0.32411416907069945,0.0006616072208997952,19.01808261871338
47,11.276473045349121,6.207813858985901,0.40523483480371014,0.0006545310043913775,19.016021013259888
48,11.166035652160645,6.1574384570121765,0.38452597125735766,0.0006476770877263112,18.877237558364868
49,11.066827774047852,6.15147989988327,0.510005934044948,0.0006410340701944091,18.749364376068115
50,10.962897300720215,6.103028893470764,0.4979404518316498,0.0006345913532085119,18.900976181030273
51,10.866016387939453,6.081586301326752,0.655968422888943,0.000628339069173651,19.007466793060303
52,10.766331672668457,6.049244225025177,0.5589448993682273,0.000622268017916818,18.946017026901245
53,10.674375534057617,6.021932780742645,0.7064966756831536,0.0006163696097455927,19.024852991104126
54,10.580036163330078,6.014674067497253,0.8412407728193435,0.0006106358143339054,18.90797758102417
55,10.487337112426758,5.978452146053314,0.8951385329701196,0.000605059114743052,18.363954544067383
56,10.39858627319336,5.972993910312653,0.9601421819972149,0.000599632465979169,18.676859617233276
