epoch,train_loss,valid_loss,bleu,lr,time_sec
1,472.68695068359375,467.3727569580078,0.0,1.6945202641990595e-05,18.974738121032715
2,255.52830505371094,118.37667274475098,0.003252125239920488,3.389040528398119e-05,15.621987342834473
3,79.01235961914062,53.21177577972412,0.0,5.083560792597179e-05,11.784098625183105
4,44.879451751708984,36.687326431274414,0.0,6.778081056796238e-05,11.674927234649658
5,33.148162841796875,28.314974308013916,0.003252125239920488,8.472601320995298e-05,15.84425139427185
6,26.37398910522461,22.652787685394287,0.003252125239920488,0.00010167121585194357,15.189995765686035
7,20.978622436523438,17.635950088500977,0.003252125239920488,0.00011861641849393417,15.00765609741211
8,16.3184814453125,13.467052936553955,0.003252125239920488,0.00013556162113592476,14.888596296310425
9,12.94263744354248,10.762868165969849,0.003252125239920488,0.00015250682377791538,14.892034769058228
10,10.766141891479492,9.123116254806519,0.003252125239920488,0.00016945202641990595,15.045939922332764
11,9.5042142868042,8.236557006835938,0.0032939438311342752,0.00018639722906189658,14.911497831344604
12,8.81371021270752,7.728037357330322,0.0677396965498486,0.00020334243170388715,15.023358821868896
13,8.43244457244873,7.474896788597107,0.032615863910775166,0.00022028763434587775,15.081895112991333
14,8.220438003540039,7.335703134536743,0.12320489790162763,0.00023723283698786834,12.523841619491577
15,8.085619926452637,7.257898807525635,0.1895818054905692,0.00025417803962985894,12.160470724105835
16,7.993796348571777,7.225570559501648,0.06934444726829642,0.0002711232422718495,15.019221782684326
17,7.9161577224731445,7.187707424163818,0.04656110907805036,0.00028806844491384014,15.265433311462402
18,7.843848705291748,7.166630029678345,0.04581857639769511,0.00030501364755583076,14.893524885177612
19,7.772989273071289,7.185248136520386,0.030293296319578434,0.00032195885019782133,15.160534858703613
20,7.709192276000977,7.161900520324707,0.03958442645065929,0.0003389040528398119,14.97213864326477
21,7.663020133972168,7.102059960365295,0.0528895544521339,0.00035584925548180253,15.239259719848633
22,7.602019786834717,7.160240530967712,0.03047412053670843,0.00037279445812379316,15.00359034538269
23,7.547652244567871,7.174193620681763,0.02916365354726467,0.0003897396607657837,14.89272141456604
24,7.5050272941589355,7.055140256881714,0.05328942075196952,0.0004066848634077743,15.048550128936768
25,7.43743896484375,7.057968497276306,0.05090586042201258,0.0004236300660497649,14.862267971038818
26,7.370245933532715,7.03001344203949,0.02410940316127424,0.0004405752686917555,14.945266246795654
27,7.310925483703613,7.033001661300659,0.033383312999027116,0.00045752047133374606,14.940342426300049
28,7.227837085723877,6.987490296363831,0.06272474385493727,0.0004744656739757367,14.979755640029907
29,7.138221740722656,6.980857968330383,0.03832719140984837,0.0004914108766177273,14.859831809997559
30,7.049783706665039,6.913424015045166,0.06968787011871674,0.0005083560792597179,15.181297779083252
31,6.941967010498047,6.8858418464660645,0.08769411788922449,0.0005253012819017084,15.354872703552246
32,6.821518421173096,6.889157772064209,0.05636158336452454,0.000542246484543699,14.940460443496704
33,6.714479923248291,6.833330392837524,0.09256336165553154,0.0005591916871856897,14.878538131713867
34,6.607015609741211,6.810231804847717,0.10011984771096585,0.0005761368898276803,15.001799821853638
35,6.507870674133301,6.750320792198181,0.09685544106995125,0.0005930820924696709,14.706378936767578
36,6.418310642242432,6.732420444488525,0.1462943267381848,0.0006100272951116615,15.018929481506348
37,6.342197418212891,6.670128107070923,0.10349313897111698,0.000626972497753652,15.010890483856201
38,6.273601055145264,6.632784485816956,0.08239484567201252,0.0006439177003956427,14.776100873947144
39,6.201238632202148,6.582266211509705,0.09061125322051569,0.0006608629030376333,14.775806427001953
40,6.140204429626465,6.541635274887085,0.12077991158412323,0.0006778081056796238,14.89138150215149
