epoch,train_loss,valid_loss,bleu,teacher_forcing,time_sec
1,6.7811174392700195,6.897031486034393,0.1171970450596714,0.0,41.05368971824646
2,6.575795650482178,6.810180068016052,0.10953504936301345,0.0,39.98320960998535
3,6.475352764129639,6.714669704437256,0.11327402939571107,0.0,40.16012740135193
4,6.36407470703125,6.640274822711945,0.14977035830853008,0.0,40.038814067840576
5,6.2548909187316895,6.571031630039215,0.15599325412818976,0.0,40.06124758720398
6,6.162144660949707,6.5348764061927795,0.18125348232877628,0.0,40.03432822227478
7,6.078001022338867,6.503056466579437,0.22082703932258957,0.0,40.37082600593567
8,5.995556831359863,6.470715641975403,0.21122048401181556,0.0,39.974618911743164
9,5.915729522705078,6.431135177612305,0.26130392621556925,0.0,39.67340970039368
10,5.8382768630981445,6.4120898842811584,0.4141143956266751,0.0,39.949223041534424
11,5.762189865112305,6.388779819011688,0.2958266439223902,0.0,40.321107149124146
12,5.689816474914551,6.3393630385398865,0.3189199868627327,0.0,40.10197949409485
13,5.619747638702393,6.33901584148407,0.313569651158215,0.0,40.08672046661377
14,5.5545501708984375,6.32906574010849,0.33036246894462457,0.0,40.36194324493408
15,5.491258144378662,6.3248410820961,0.4234981367660888,0.0,40.61706614494324
16,5.429612159729004,6.309379994869232,0.35732758157256195,0.0,40.16526198387146
17,5.370203018188477,6.313309907913208,0.3266039256961888,0.0,39.884456157684326
18,5.315098762512207,6.33129757642746,0.42532621619403044,0.0,40.5536527633667
19,5.261493682861328,6.305204749107361,0.46088262199022345,0.0,40.38221573829651
20,5.2092814445495605,6.279013812541962,0.5630411395630589,0.0,40.204686641693115
21,5.16035795211792,6.330060064792633,0.45461733578429214,0.0,40.040762424468994
22,5.113448143005371,6.348833918571472,0.4154477479585267,0.0,40.38531994819641
23,5.068649768829346,6.315565049648285,0.4440223829261523,0.0,39.96675419807434
24,5.027599334716797,6.346957445144653,0.5210465878060531,0.0,40.30769491195679
25,4.984405040740967,6.357109248638153,0.5643343525489644,0.0,39.57351732254028
26,4.947101593017578,6.3779720067977905,0.34552137728887594,0.0,39.9706768989563
27,4.908946990966797,6.368587017059326,0.5398481819033208,0.0,40.97865867614746
28,4.872461318969727,6.381914138793945,0.4463472117142673,0.0,40.32383322715759
