epoch,train_loss,valid_loss,bleu,teacher_forcing,time_sec
1,6.801780700683594,6.923334002494812,0.12419268604778676,0.0,43.93422746658325
2,6.594967842102051,6.817231595516205,0.07344251174289183,0.0,42.85047626495361
3,6.486071586608887,6.707216501235962,0.11804475675063354,0.0,42.57586884498596
4,6.358413219451904,6.6040308475494385,0.12975685882645968,0.0,42.83533716201782
5,6.2412109375,6.539641737937927,0.09865338330694323,0.0,42.890180587768555
6,6.140052318572998,6.500985085964203,0.16144318484398656,0.0,42.54078531265259
7,6.038753032684326,6.444901525974274,0.1932107889151576,0.0,42.63741683959961
8,5.932292938232422,6.430137455463409,0.22237774039182537,0.0,42.654078006744385
9,5.826157569885254,6.373627960681915,0.22797936398199573,0.0,42.103463649749756
10,5.720600128173828,6.3361581563949585,0.2661582113021366,0.0,42.55808424949646
11,5.6230549812316895,6.330036520957947,0.2835673140204633,0.0,41.96429491043091
12,5.5292744636535645,6.296817421913147,0.28701541565529576,0.0,42.24733519554138
13,5.439280033111572,6.26429671049118,0.32135944569138747,0.0,42.35774779319763
14,5.356962203979492,6.28318977355957,0.3419227538611186,0.0,41.985140323638916
15,5.27721643447876,6.273277699947357,0.5074442972534287,0.0,42.654520988464355
16,5.203344345092773,6.267044007778168,0.3466604191244023,0.0,42.34050726890564
17,5.1323466300964355,6.29564505815506,0.3994660479289944,0.0,42.141159772872925
18,5.064730644226074,6.307943105697632,0.41927492984955883,0.0,42.71439552307129
19,5.002485275268555,6.259209930896759,0.5156922969175959,0.0,42.41130590438843
20,4.944798469543457,6.250677704811096,0.3457654205215452,0.0,42.602036237716675
21,4.888138771057129,6.326057255268097,0.554057807425054,0.0,42.458719968795776
22,4.836239814758301,6.324880480766296,0.3413459878884907,0.0,42.585045337677
23,4.787731170654297,6.357475459575653,0.4266519727540017,0.0,42.411184549331665
24,4.7405500411987305,6.3310325145721436,0.3271261279617531,0.0,42.617125034332275
25,4.696093559265137,6.366742670536041,0.6720008338194154,0.0,42.066243410110474
26,4.654679298400879,6.394238471984863,0.36453969545478226,0.0,42.31431794166565
27,4.617718696594238,6.395591676235199,0.3577293813275969,0.0,42.37849688529968
28,4.5784478187561035,6.386295437812805,0.46572485132474,0.0,42.63138270378113
29,4.545122146606445,6.368478715419769,0.6308615139996571,0.0,42.23465847969055
30,4.511197090148926,6.416447162628174,0.4681416743134567,0.0,42.50743389129639
31,4.478342533111572,6.417435824871063,0.4701151043240665,0.0,42.52359056472778
32,4.447746276855469,6.452341794967651,0.599915799484734,0.0,42.47896718978882
33,4.419485092163086,6.458612680435181,0.6039079194955527,0.0,42.435431241989136
34,4.392151832580566,6.4547900557518005,0.44736999792519305,0.0,42.30778217315674
35,4.364614486694336,6.519408762454987,0.6699064758181594,0.0,41.993475914001465
36,4.338597297668457,6.481841206550598,0.5972026570846274,0.0,42.62325572967529
37,4.315168380737305,6.4914544224739075,0.5121485282560938,0.0,42.597049951553345
38,4.291563034057617,6.511328876018524,0.46197897929695825,0.0,42.247379779815674
39,4.268924713134766,6.565287888050079,0.42865114308165986,0.0,42.23375225067139
40,4.244423866271973,6.55376923084259,0.49665933123750367,0.0,42.481013774871826
41,4.224437713623047,6.556184828281403,0.38854795813445125,0.0,42.316598415374756
42,4.203643798828125,6.577168703079224,0.748101363510028,0.0,42.53111505508423
43,4.18511438369751,6.604320287704468,0.6285516958681384,0.0,42.7231342792511
44,4.166870594024658,6.5910684466362,0.39643882116250156,0.0,42.90300726890564
45,4.146168231964111,6.60159158706665,0.7286975788696544,0.0,42.56562161445618
46,4.12955904006958,6.613075017929077,0.778322807614053,0.0,42.0390510559082
47,4.10921049118042,6.6414483189582825,0.5722471824093068,0.0,42.67947483062744
48,4.092315673828125,6.656158149242401,0.6161741639836488,0.0,42.579596281051636
49,4.074720859527588,6.653434991836548,0.5976863214786239,0.0,42.199991941452026
50,4.060153007507324,6.73052191734314,0.6519047213550216,0.0,42.341084241867065
51,4.046877384185791,6.695596754550934,0.5966234062193202,0.0,42.09513974189758
52,4.029061317443848,6.683416783809662,0.4915310443333827,0.0,42.3628454208374
53,4.013200759887695,6.673168838024139,0.7533461529157599,0.0,42.571884870529175
54,3.997775077819824,6.736962378025055,0.5882273154623634,0.0,42.770169496536255
55,3.9844536781311035,6.709093868732452,0.7318818459693632,0.0,42.213688373565674
56,3.969555377960205,6.741092622280121,0.5888166765349693,0.0,42.87421417236328
57,3.955216884613037,6.747791945934296,0.8267893847673612,0.0,43.02515912055969
58,3.9430301189422607,6.802378237247467,0.5903381088521557,0.0,42.56525802612305
59,3.9290170669555664,6.799993693828583,0.673728378469903,0.0,42.35438084602356
60,3.917487382888794,6.812270164489746,0.6923396217804924,0.0,42.672799587249756
61,3.9053499698638916,6.809527397155762,0.8493082645906613,0.0,42.40210747718811
62,3.8949296474456787,6.842897176742554,0.7027832578108183,0.0,42.432162046432495
63,3.8788180351257324,6.928090810775757,0.8726785029268488,0.0,42.27752208709717
64,3.8722901344299316,6.775725483894348,0.7831674106784824,0.0,42.70307636260986
65,3.8574085235595703,6.880208373069763,0.7847793850459511,0.0,42.56795048713684
66,3.844928741455078,6.8701581954956055,0.8268307260411835,0.0,42.48560070991516
67,3.8339462280273438,6.849543869495392,0.8392142114214182,0.0,42.221733808517456
68,3.8243885040283203,6.884553492069244,0.7255047959479535,0.0,41.99283576011658
69,3.8133625984191895,6.862371563911438,0.878246285638365,0.0,42.303956031799316
70,3.8014774322509766,6.807961583137512,0.7861739341883649,0.0,41.93481802940369
71,3.792231559753418,6.955086886882782,0.8111323656824364,0.0,42.540374755859375
72,3.781618595123291,6.958888530731201,0.8949157957941569,0.0,42.031580686569214
73,3.770202398300171,6.986941874027252,0.7949616845164389,0.0,42.03456115722656
74,3.7629823684692383,6.942895472049713,0.8377370360181546,0.0,42.16146469116211
75,3.7503015995025635,6.971786081790924,0.7712860339983642,0.0,42.267683267593384
76,3.742929697036743,6.896556556224823,0.7332310441243888,0.0,42.24777960777283
77,3.7317187786102295,7.005304276943207,0.8421091417832852,0.0,42.43206858634949
78,3.722041130065918,7.007076442241669,0.9201910174405663,0.0,42.50338435173035
79,3.7144620418548584,7.010469436645508,0.9426754099264308,0.0,42.5549418926239
80,3.7054009437561035,7.000692427158356,0.7582870292896272,0.0,42.55249261856079
81,3.6948673725128174,6.965581238269806,0.9444574594083229,0.0,42.45146942138672
82,3.6868629455566406,7.036716938018799,0.7305834687948403,0.0,42.150840520858765
83,3.6803672313690186,7.057072937488556,0.7955122919330754,0.0,42.163031578063965
84,3.6695003509521484,7.108176231384277,0.8377926167704286,0.0,42.11901903152466
85,3.664255142211914,7.058850288391113,0.9193506547678858,0.0,42.01629281044006
86,3.652944803237915,7.081713140010834,0.7087780628345622,0.0,42.256232023239136
87,3.646068572998047,7.124149680137634,0.9234564103580604,0.0,42.43256855010986
88,3.637190818786621,7.138191401958466,0.929349618134815,0.0,42.413567304611206
89,3.6298632621765137,7.119260370731354,0.8045054410994112,0.0,42.39534902572632
90,3.6215083599090576,7.064256966114044,0.6581405500858469,0.0,41.93097996711731
91,3.6133790016174316,7.099371671676636,0.5628552495032477,0.0,42.15753126144409
92,3.604017734527588,7.1038044691085815,0.6650761156896783,0.0,42.1890230178833
93,3.5973548889160156,7.122349977493286,0.971628199547811,0.0,41.95811700820923
94,3.5918402671813965,7.108421742916107,0.6694154731739332,0.0,42.48012828826904
95,3.582590103149414,7.097635924816132,0.6754177789267491,0.0,42.60902214050293
96,3.5745649337768555,7.174853801727295,0.8066372664645571,0.0,42.10261297225952
97,3.5672459602355957,7.117408871650696,0.7619554531543586,0.0,42.126320362091064
98,3.563060760498047,7.197581648826599,0.6822037004418384,0.0,42.74958395957947
99,3.5550293922424316,7.149340033531189,0.6621155751054097,0.0,42.323368072509766
100,3.5488667488098145,7.161135315895081,0.6832771513954989,0.0,42.00570821762085
101,3.540817975997925,7.224085628986359,0.5314373540876173,0.0,42.28331708908081
102,3.531935691833496,7.203481018543243,0.5503921945084764,0.0,42.91741466522217
103,3.5250184535980225,7.20308655500412,0.6421707826600421,0.0,42.59978103637695
104,3.523158550262451,7.206994831562042,0.6548783500358584,0.0,42.29632353782654
105,3.51517915725708,7.219377338886261,0.7533577410200715,0.0,42.5924129486084
106,3.5080020427703857,7.15693998336792,0.756732491191339,0.0,42.116804361343384
107,3.50262713432312,7.298305332660675,0.6681021621257949,0.0,42.25596594810486
108,3.494999885559082,7.225318014621735,0.7602422517041107,0.0,41.95838761329651
109,3.4881751537323,7.171208620071411,0.5434623317798415,0.0,42.25182867050171
110,3.4821724891662598,7.252295255661011,0.5614828373624978,0.0,42.22641730308533
111,3.4736499786376953,7.239431917667389,0.4469878847214162,0.0,42.685662269592285
112,3.4721622467041016,7.229588210582733,0.6475157352203359,0.0,42.35214638710022
