epoch,train_loss,valid_loss,bleu,lr,time_sec
1,990.5830688476562,468.5810203552246,0.0,1.6945202641990595e-05,20.728036880493164
2,523.950439453125,123.7441520690918,0.003252125239920488,3.389040528398119e-05,20.41652250289917
3,161.0408477783203,55.054508209228516,0.0,5.083560792597179e-05,13.989317178726196
4,90.89689636230469,38.15556859970093,0.0,6.778081056796238e-05,14.198105573654175
5,67.6941909790039,29.992066383361816,0.003252125239920488,8.472601320995298e-05,20.30663299560547
6,54.01496124267578,24.172263622283936,0.02108012341514516,0.00010167121585194357,20.167152166366577
7,43.01700210571289,18.95167565345764,0.003252125239920488,0.00011861641849393417,20.085869312286377
8,33.67923355102539,14.672300815582275,0.003252125239920488,0.00013556162113592476,20.435669422149658
9,26.781064987182617,11.661023020744324,0.003252125239920488,0.00015250682377791538,20.311490297317505
10,22.196447372436523,9.740899205207825,0.003252125239920488,0.00016945202641990595,20.28490924835205
11,19.37496566772461,8.511620163917542,0.003252125239920488,0.00018639722906189658,20.368574380874634
12,17.709617614746094,7.814820230007172,0.016961843934130732,0.00020334243170388715,20.384332180023193
13,16.846023559570312,7.487156093120575,0.016961843934130732,0.00022028763434587775,20.57682728767395
14,16.37350845336914,7.333242952823639,0.016961843934130732,0.00023723283698786834,20.20629596710205
15,16.074216842651367,7.246008813381195,0.026479658069362505,0.00025417803962985894,20.147786140441895
16,15.870416641235352,7.192731559276581,0.025482636823052972,0.0002711232422718495,20.166985273361206
17,15.70598030090332,7.179499268531799,0.026019577968630362,0.00028806844491384014,20.036700963974
18,15.563584327697754,7.162813127040863,0.030122859801747448,0.00030501364755583076,20.773521423339844
19,15.427371978759766,7.173164486885071,0.04030377968992141,0.00032195885019782133,20.344845056533813
20,15.289640426635742,7.1401426792144775,0.033310509342028435,0.0003389040528398119,20.151185035705566
21,15.16961669921875,7.142740368843079,0.03242446276414058,0.00035584925548180253,20.13809370994568
22,15.059680938720703,7.086151957511902,0.045281769791648704,0.00037279445812379316,20.390421390533447
